qa_type,question,q_entity,answer,a_entity,intent
qa,그럼 루이보스 밀크티 하나 주시겠어요?,"루이보스 밀크티,하나",네 알겠습니다.,,일반주문
qa,카푸치노 차갑게 되나요?,카푸치노,가능합니다,,일반주문
qa,자바칩 프라푸치노에 휘핑 빼고요,"자바칩 프라푸치노,휘핑",6600원입니다,6600원,일반주문
q,음료는 언제 나오나요?,음료,,,제조시간문의
qa,포장이라도 기다려야 돼요?,포장,네 조금만 기다리시면 돼요,,제조시간문의
qa,어느 정도 기다리면 되나요?,,자리에 있으시면 가져다드리겠습니다,자리,제조시간문의
qa,드립 커피는 시간이 조금 걸리죠?,"드립 커피,시간",드립 커피 하는데 그렇게 많이 안 걸려요,드립 커피,제조시간문의
qa,돌체 라테 금방 되죠?,돌체라떼,네 금방 됩니다,,제조시간문의
qa,네 얼마나 기다려야 돼요?,,2분 정도만 기다려주세요,2분,제조시간문의
qa,저기 주스 좀 기다려야 돼요?,주스,네 조금 기다려야 합니다,,제조시간문의
qa,와플은 하는데 시간이 좀 걸려요?,"와플,시간",네 와플은 9분 정도 걸립니다,"와플, 9분",제조시간문의
qa,오미자 스파클링 음료는 주문하면 얼마나 걸릴까요?,"오미자 스파클링 음료,주문",5분 안에 나옵니다,"5분, 안",제조시간문의
qa,그러면 제 커피는 언제 나오는지 알 수 있을까요?,커피,15분 정도 소요될 예정입니다,"15분, 소요",제조시간문의
qa,커피 주문했는데 생각보다 오래 걸리네요,"커피,주문",죄송합니다 지금 많이 바빠서 그렇습니다,,제조시간문의
qa,얼마나 더 기다려야 합니까?,,3분만 기다려 주십시오,3분,제조시간문의
qa,저 아메리카노 아직 안 나오나요?,아메리카노,손님이 많아서 지연되고 있습니다,"손님, 지연",제조시간문의
qa,얼마나 기다려야 하나요?,,주문이 밀려 10분 정도 기다리셔야 합니다,"주문, 10분",제조시간문의
qa,아메리카노 언제 나오나요?,아메리카노,5분 뒤에 나올 예정입니다,"5분, 뒤",제조시간문의
qa,혹시 음료는 몇 분 뒤에 나오나요?,"음료,몇 분",2분 안에 나올 예정입니다,"2분, 예정",제조시간문의
qa,음료가 언제 나오나요?,음료,곧 준비해드리겠습니다,준비,제조시간문의
qa,얼마나 걸릴까요?,,5분 정도 걸릴 거 같아요,5분,제조시간문의
qa,주문하면 얼마나 걸리나요?,주문,10분 이내에 나옵니다,10분,제조시간문의
qa,얼마나 걸리나요?,,10분 정도 기다려 주세요,10분,제조시간문의
qa,얼마나 기다려야 하나요?,,5분 정도 기다리세요,5분,제조시간문의
qa,그럼 한 시간 후에 음료 찾으러 오면 될까요?,"한 시간,음료",네 계산 도와드릴게요,,제조시간문의
qa,음료 받으려면 얼마나 기다려야 하나요?,음료,10분 정도 기다려 주시면 됩니다,10분,제조시간문의
qa,네 몇 분 정도 걸릴까요?,몇 분,주문이 밀려서 7분 정도 걸릴 거예요,"주문, 7분",제조시간문의
qa,얼마나 걸려요?,,10분 정도 걸려요,10분,제조시간문의
qa,언제 음료가 나오나요?,음료,10분 내로 나갑니다.,"10분, 내",제조시간문의
qa,얼마나 걸릴까요?,,대략 5분 정도 걸립니다.,5분,제조시간문의
qa,얼마나 걸리나요?,,바로 만들어드릴게요.,,제조시간문의
q,이 집은 따로 쿠폰 같은 게 없어요?,쿠폰,,,쿠폰멤버십적립문의
q,적립 쿠폰도 있나요?,적립 쿠폰,,,쿠폰멤버십적립문의
q,적립되는 카드 있나요?,"적립,카드",,,쿠폰멤버십적립문의
q,멤버십 같은 거 있나요?,멤버십,,,쿠폰멤버십적립문의
q,따뜻한 라테 하나 주시고 여기 적립카드 있어요?,"따뜻한,라떼,하나,적립카드",,,쿠폰멤버십적립문의
q,아니요 없는데 하나 만들면 뭐 있나요?,하나,,,쿠폰멤버십적립문의
q,쿠폰 같은 거 있어요?,쿠폰,,,쿠폰멤버십적립문의
q,적립되는 건 없어요?,적립,,,쿠폰멤버십적립문의
q,홈플러스에서 하는데 아니지 않아요?,홈플러스,,,쿠폰멤버십적립문의
q,스타벅스 카드가 집에 많은데 별 적립한 걸 한 카드로 모을 수 있나요?,"스타벅스,카드,집,별,적립,한 카드",,,쿠폰멤버십적립문의
q,씨제이 원카드라는 건 뭐예요?,씨제이 원카드,,,쿠폰멤버십적립문의
q,포인트 적립되나요?,"표인트,적립",,,쿠폰멤버십적립문의
q,혹시 포인트 얼마나 남았나요?,포인트,,,쿠폰멤버십적립문의
q,여기 쿠폰 도장 찍어주세요,"여기,쿠폰",,,쿠폰멤버십적립문의
q,쿠폰 있는데 도장도 찍어주세요,"쿠폰,도장",,,쿠폰멤버십적립문의
qa,다른 지점이랑은 다른 쿠폰인가요?,"지점,쿠폰/교환권 종류","네, 지점마다 따로 찍으셔야 해요",지점,쿠폰멤버십적립문의
qa,도장 10개면 한 잔 주시는 건가요?,"도장,10개,한 잔","네, 한 잔인데 3900원짜리에요","한 잔,3900원",쿠폰멤버십적립문의
qa,LG 카드는 적립이 안 되나요?,LG카드,네 통신사 카드는 따로 적립이 되지 않으세요,"통신사,적립",쿠폰멤버십적립문의
qa,어느 카드가 적립되나요?,"카드,적립",CJ 카드가 적립 가능하세요,"CJ카드,적립",쿠폰멤버십적립문의
qa,포인트 적립 있어요?,"포인트,적립",네 전화번호로 포인트 적립 가능합니다,"전화번호, 포인트, 적립",쿠폰멤버십적립문의
qa,쿠폰은 10개 하면 1개 무료에요?,"쿠폰,10개,1개,무료",네 쿠폰은 10개 드시면 1개 무료제공입니다,"쿠폰, 10개, 1개, 무료제공",쿠폰멤버십적립문의
qa,적립 어떻게 해요?,적립,핸드폰 번호로 적립 가능합니다,"핸드폰번호, 적립",쿠폰멤버십적립문의
qa,네 그걸로 주시고 적립되나요?,적립,7잔 드시면 1잔 무료입니다,"7잔, 1잔, 무료",쿠폰멤버십적립문의
qa,포인트 적립도 있어요?,"포인트,적립",어플 다운로드하시면 가능합니다,"어플, 다운로드",쿠폰멤버십적립문의
qa,포인트 적립 있어요?,"포인트,적립",저희는 포인트 적립 제도가 없습니다,"포인트, 적립, 제도",쿠폰멤버십적립문의
qa,쿠폰 도장 찍어주나요?,"쿠폰,도장",1500원 이상이면 적립해 드립니다,"1500원, 이상, 적립",쿠폰멤버십적립문의
qa,적립은 없어요?,적립,"네, 적립은 하지 않고 있습니다",적립,쿠폰멤버십적립문의
qa,쿠폰 없어요?,쿠폰,"네, 쿠폰 적립은 하지 않고 있습니다","쿠폰, 적립",쿠폰멤버십적립문의
qa,4668 회원 등록되어 있나 봐주실래요?,"4688,회원,등록","네, 4668은 회원 등록이 되어 있습니다","4688, 회원, 등록",쿠폰멤버십적립문의
qa,방문 쿠폰은 뭐예요?,방문 쿠폰,"방문 쿠폰은 방문할 때마다 스탬프를 찍어드리며, 다 채우시면 100원으로 사용하실 수 있습니다","방문 쿠폰, 방문, 스탬프, 100원",쿠폰멤버십적립문의
qa,적립 쿠폰 주세요,적립 쿠폰,"네, 적립 쿠폰과 방문 쿠폰 드리겠습니다","적립 쿠폰, 방문 쿠폰",쿠폰멤버십적립문의
qa,적립 같은 건 안 해요?,적립,적립 쿠폰이 있습니다,적립 쿠폰,쿠폰멤버십적립문의
qa,스탬프도 없어요?,스탬프,"네, 스탬프로 적립할 수 없습니다","스탬프, 적립",쿠폰멤버십적립문의
qa,적립되는 카드는 없어요?,"적립,카드","죄송하지만, 적립되는 카드는 없습니다","적립, 카드",쿠폰멤버십적립문의
qa,씨제이 카드 있으면 적립되나요?,"씨제이 카드,적립",네 번호 입력해주세요,번호,쿠폰멤버십적립문의
qa,적립이나 할인은 없나요?,"적립,할인",적립은 지금은 없고 3월 중순쯤 생길 예정입니다,"적립, 3월",쿠폰멤버십적립문의
qa,여기는 할인이나 적립되는 카드 뭐죠?,"할인,적립,카드",CJ ONE 적립되고 아니면 CJ 카드라고 붙여져 있는 거요,"CJ ONE, 적립, CJ카드",쿠폰멤버십적립문의
qa,쿠폰은 어떻게 하면 되는 거죠?,쿠폰,10개 찍으시면 이천오백 원짜리 공짜로 드려요,"10개, 이천 오백 원, 공짜",쿠폰멤버십적립문의
qa,쿠폰 하나 주시겠어요?,"쿠폰,하나",네 쿠폰 여기 있습니다,쿠폰,쿠폰멤버십적립문의
qa,쿠폰 10개 찍어야 회원증 발급돼요?,"쿠폰,10개,회원증,발급",10개마다 오천 원 커피 할인에다가 다 채우시면 회원증 발급해드리고요,"10개, 오천 원, 커피, 할인, 회원, 발급",쿠폰멤버십적립문의
qa,적립은 되는가요?,적립,아너스 회원이어야지 할인 가능하시고 쿠폰 10개 다 찍으시면 그때 아너스 회원증 발급되시고 그래야 10퍼센트 할인되세요,"아너스 회원, 할인, 가능, 쿠폰, 10개, 아너스회원증, 발급, 10퍼센트, 할인",쿠폰멤버십적립문의
qa,가격 상관없이 아무 커피나요?,"가격,커피",네 가격 상관없이 한 잔 드려요,"가격, 한 잔",쿠폰멤버십적립문의
qa,쿠폰은 몇 개 먹어야 한 잔 주고 이런 거예요?,"쿠폰,몇 개,한 잔",쿠폰에 적혀 있듯이 열 번 먹으면 아무거나 드시고 싶은 거 한 잔 드려요,"쿠폰, 열 번, 한 잔",쿠폰멤버십적립문의
qa,쿠폰 하나 만들어주세요,"쿠폰,하나",네 만들어 드릴게요,,쿠폰멤버십적립문의
qa,해피 포인트 전화번호로 적립돼요?,"해피 포인트,전화번호,적립","네, 앞쪽 패드에 전화번호를 입력해주세요","앞쪽, 패드, 전화번호, 입력",쿠폰멤버십적립문의
qa,적립하면 뭐 있나요?,적립,"네, 다 적립하시면 핸드드립 커피 또는 아메리카노를 드립니다","적립, 핸드드립 커피, 아메리카노",쿠폰멤버십적립문의
qa,포인트 결제하는 거는 CJ 포인트 밖에 없나 봐요?,"포인트,결제,CJ포인트",삼성카드나 현대 M 카드도 포인트 있으면 사용 가능합니다,"삼성카드, 현대M 카드, 포인트",쿠폰멤버십적립문의
qa,골드에서 VIP가 되려면 얼마나 먹어야지 그렇게 돼요,"골드,VIP",단계별로 쿠폰을 몇 개 더 적립해야 되는지 나오는데 그걸로 확인할 수 있어요,"쿠폰, 몇 개, 적립, 확인",쿠폰멤버십적립문의
qa,회원들한테?,회원,"네, 회원들한테는 5프로, 10프로 같은 할인 쿠폰도 하나 드려요","회원, 5프로, 10프로, 할인, 쿠폰, 하나",쿠폰멤버십적립문의
qa,"할인 그런 거는 없고, 오로지 그냥 적립 그것만 되는 거예요?","할인,적립","적립이랑 쿠폰 있고, 회원들한테 주는 할인 쿠폰 있는데 실버, 패밀리, 골드, VIP 단계가 있고, 새로운 상품이 나오면 쿠폰 드려요","적립, 쿠폰, 회원, 할인, 실버, 패밀리, 골드, VIP, 새로운 상품",쿠폰멤버십적립문의
qa,"니트로 커피 하나랑 그러면 에스프레소 하나 이렇게 두 개 주시고, 여기는 적립 뭐 돼요?","니트로 커피,하나,에스프레소,두 개,적립",이디야로 적립됩니다,이디야,쿠폰멤버십적립문의
qa,적립도 되고 그래요?,적립,쿠폰으로 적립할 수 있습니다,"쿠폰, 적립",쿠폰멤버십적립문의
qa,KT 아닌데 다른 거 적립은 없나요?,"KT,적립",오케이 캐쉬백 포인트 차감되고 다른 건 없습니다,"오케이캐쉬백, 포인트",쿠폰멤버십적립문의
qa,쿠폰으로는 뭐 가능하죠,쿠폰,커피 종류 드실 수 있습니다,커피종류,쿠폰멤버십적립문의
qa,한잔 사면 쿠폰 있다고 하던데요?,"한잔,쿠폰",네 있습니다,,쿠폰멤버십적립문의
qa,적립 안 되나요?,적립,저희는 적립 말고 쿠폰이 있습니다,"적립, 쿠폰",쿠폰멤버십적립문의
qa,네 스탬프도 하나 만들어 주세요,"스탬프,하나",네 번호 입력해 주세요,"번호, 입력",쿠폰멤버십적립문의
qa,아홉 잔 마시면 열 번째는 서비스인가요?,"아홉 잔,열 번째,서비스",네 서비스는 아메리카노만 가능합니다,"서비스, 아메리카노",쿠폰멤버십적립문의
qa,쿠폰 있으면 하나 만들어 주세요,"쿠폰,하나",네 쿠폰 드리겠습니다,"쿠폰, 하나",쿠폰멤버십적립문의
qa,도장은 몇 개 찍어야 하나요?,"도장,몇 개",도장 일곱 개 찍으시면 음료 한 잔 드립니다,"도장, 일곱 개, 음료, 한 잔",쿠폰멤버십적립문의
qa,현금이나 카드 똑같이 적립되는 거예요?,"현금,카드,적립",네 적립은 똑같습니다,적립,쿠폰멤버십적립문의
qa,몇 프로 적립돼요?,"프로,적립",해피포인트는 5프로 적립 가능합니다,"해피포인트, 5프로, 적립",쿠폰멤버십적립문의
qa,포인트카드 되는 거 있어요?,포인트카드,해피포인트 적립 가능합니다,"해피포인트, 적립",쿠폰멤버십적립문의
qa,적립이나 할인카드 있나요?,"적립,할인카드",공차 멤버십 있으시면 적립 가능하시고 SK 멤버십으로 할인 가능합니다,"공차 멤버십, SK 멤버십, 할인",쿠폰멤버십적립문의
qa,적립된 건 바로 사용할 수 있어요?,적립,포인트는 1000점부터 사용 가능하십니다,"포인트, 1000점",쿠폰멤버십적립문의
qa,CJ ONE은 어디서 등록하면 되나요?,CJ ONE,CJ ONE 홈페이지에 보시면 나와 있습니다,"CJ ONE, 홈페이지",쿠폰멤버십적립문의
qa,적립카드도 있어요?,적립카드,CJ ONE 적립 가능합니다,"CJ ONE, 적립",쿠폰멤버십적립문의
qa,할인쿠폰이나 적립카드 있나요?,"할인쿠폰,적립카드",저희는 할인쿠폰이나 적립카드가 없습니다,"할인쿠폰, 적립카드",쿠폰멤버십적립문의
qa,현금이랑 카드랑 똑같아요?,"현금,카드",네 적립은 똑같습니다,적립,쿠폰멤버십적립문의
qa,네 적립하면 어떤 혜택이 있나요?,"적립,혜택",결제금액에서 5프로씩 포인트 적립이 됩니다,"결제금액, 5프로, 포인트, 적립",쿠폰멤버십적립문의
qa,적립 하나 만들어 주세요,"적립,하나",네 전화번호 입력해 주세요,"전화번호, 입력",쿠폰멤버십적립문의
qa,적립은 어떻게 되나요?,적립,적립은 쿠폰제로 10개 모으시면 음료 한 잔 드리는 방식입니다,"적립, 쿠폰제, 10개, 음료, 한 잔",쿠폰멤버십적립문의
qa,네 혹시 적립카드 같은 게 있나요?,적립카드,전화번호 말씀해 주시면 적립됩니다,"전화번호, 적립",쿠폰멤버십적립문의
qa,현금이나 카드나 똑같이 3프로 적립이 되는 거예요?,"현금,카드,3프로,적립",네 3프로씩 적립이 됩니다,"3프로, 적립",쿠폰멤버십적립문의
qa,회원 카드 하나 만들어 주세요,"회원 카드,하나",네 성함이랑 전화번호 적어 주세요,"성함, 전화번호",쿠폰멤버십적립문의
qa,회원은 어떤 혜택이 있어요?,"회원,혜택",회원은 3프로씩 적립해 드립니다,"회원, 2프로, 적립",쿠폰멤버십적립문의
qa,쿠폰으로 받는 커피는 따뜻한 아메리카노로 정해져있어요?,"쿠폰,커피,따뜻,아메리카노",아이스로 변경하시는 건 상관없어요,아이스,쿠폰멤버십적립문의
qa,쿠폰은 10개 모으면 되는 건가요?,"쿠폰,10개",네 쿠폰 10개 모으시면 아메리카노 한 잔 드립니다,"쿠폰, 10개, 아메리카노, 한 잔",쿠폰멤버십적립문의
qa,여기 혹시 쿠폰 있어요?,쿠폰,네 매장 쿠폰 있습니다,쿠폰,쿠폰멤버십적립문의
qa,도장 10개까지 찍어야 해요?,"도장,10개",10번째까지 찍으시면 아메리카노랑 아이스티 한 잔 드려요,"10번째, 아메리카노, 아이스티, 한 잔",쿠폰멤버십적립문의
qa,쿠폰은 없어요?,쿠폰,쿠폰에 도장 찍어드릴게요,"쿠폰, 도장",쿠폰멤버십적립문의
qa,할인되는 카드는 없죠?,"할인,카드",저희가 개인 카페라서 할인 카드는 따로 없어요,"개인, 카페, 할인, 카드",쿠폰멤버십적립문의
qa,여기는 자체 회원카드가 없나 봐요?,회원카드,저희 브랜드 어플 받으시면 회원카드 사용 가능합니다,"브랜드, 어플, 회원카드",쿠폰멤버십적립문의
qa,포인트 적립도 하나요?,"포인트,적립",저희 매장에서 사용 가능한 쿠폰 드리겠습니다,"매장, 쿠폰",쿠폰멤버십적립문의
qa,테이크아웃 해주시고 스탬프 적립돼요?,"테이크아웃,스탬프,적립",큰 사이즈만 스탬프 적립이 가능합니다,"큰 사이즈, 스탬프, 적립",쿠폰멤버십적립문의
qa,네 포인트 적립됐어요?,"포인트,적립",네 영수증 밑에 보시면 포인트 적혀있어요,"영수증, 밑, 포인트",쿠폰멤버십적립문의
qa,전화번호만 말씀해드리면 돼요?,전화번호,네 전화번호만 말씀해주세요,전화번호,쿠폰멤버십적립문의
qa,네 전에 받은 쿠폰도 있어요,쿠폰,쿠폰 합쳐드릴게요,쿠폰,쿠폰멤버십적립문의
qa,티 멤버십 이 어플로 하면 되나요?,"티멤버십,어플",네 티 멤버십 어플 맞습니다,"티멤버십, 어플",쿠폰멤버십적립문의
qa,몇 퍼센트 되죠?,몇 퍼센트,SK 포인트는 15퍼센트 적용 가능합니다,"SK포인트, 15퍼센트, 적용, 가능",쿠폰멤버십적립문의
qa,할인되거나 적립되는 카드 없죠?,"할인,적립,카드",SK 포인트 있으시면 사용 가능하세요,"SK포인트, 사용, 가능",쿠폰멤버십적립문의
qa,하나는 씨제이 원카드고 하나는 씨제이 계열 할인되는 국민 신용카드인데 두 개다 사용 가능한가요?,"하나,씨제이 원카드,할인,국민 신용카드,두 개,사용,가능","네 씨제이 원카드, 국민카드 모두 사용 가능합니다","씨제이 원카드, 국민카드",쿠폰멤버십적립문의
qa,현금으로 결제를 하더라도 스타벅스 어플에 이력이 남나요?,"현금,결제,스타벅스,어플,이력",스타벅스 카드 사용만 이력이 남습니다,"스타벅스, 카드, 이력",쿠폰멤버십적립문의
qa,적립용 카드 하나 만들어 주세요,"적립,카드,하나",바로 만들어 드리겠습니다,,쿠폰멤버십적립문의
qa,적립할 때 여러 명이 오면 어떻게 하나요?,"적립,여러 명",잔 수에 따라 찍어드립니다,"잔, 수",쿠폰멤버십적립문의
qa,아뇨 여기 적립도 해요?,"여기,적립",예 쿠폰 찍어 드릴게요,쿠폰,쿠폰멤버십적립문의
qa,사용 금액의 몇 퍼센트 적립돼요?,"사용,금액,몇 퍼센트,적립",오 퍼센트 적립됩니다,"오 퍼센트, 적립",쿠폰멤버십적립문의
qa,혹시 쿠폰은 있어요?,쿠폰,저희 매장에 포인트 등록하시면 적립해드려요,"매장, 포인트, 등록, 적립",쿠폰멤버십적립문의
qa,적립은 번호 찍을게요,"적립,번호",네 번호 찍어 주세요,번호,쿠폰멤버십적립문의
qa,적립도 되나 보네요?,적립,네 드실 때마다 한 개씩 찍어드리고 열 개 채우시면 아메리카노 하나 드립니다,"한 개, 열 개, 아메리카노, 하나",쿠폰멤버십적립문의
qa,회원카드를 많이 쓰면 혜택이 있나요?,"회원카드,혜택",등급마다 혜택이 다른데 한 번 결제할 때마다 별이 올라가니까 사용 빈도수에 비례하고 다달이 별을 드리는 이벤트도 있어요,"등급, 혜택, 한 번, 결제, 별, 빈도수, 비례, 이벤트",쿠폰멤버십적립문의
qa,회원비는 있나요?,회원비,아뇨 없어요,,쿠폰멤버십적립문의
qa,회원카드는 충전해서 사용하는 거예요?,"회원카드,충전,사용",네 교통카드처럼 만 원이면 만 원 충전해서 사용하면 됩니다,"교통카드, 만 원, 충전, 사용",쿠폰멤버십적립문의
qa,회원카드는 얼마에 사용 가능한가요?,"회원카드,얼마,사용,가능",회원카드는 오천 원부터 충전하시면 됩니다,"회원카드, 오천 원, 충전",쿠폰멤버십적립문의
qa,얼마나 쌓였어요?,,5000점 있으시네요,5000점,쿠폰멤버십적립문의
qa,아 혹시 포인트 적립돼요?,"포인트,적립",네 전화번호 눌러주세요,전화번호,쿠폰멤버십적립문의
qa,포인트 적립 가능해요?,"포인트,적립,가능",네 포인트 적립해드려요,"포인트, 적립",쿠폰멤버십적립문의
qa,포인트로 결제한 것도 적립이 되나요?,"포인트,결제,적립",안됩니다,,쿠폰멤버십적립문의
qa,쿠폰도 찍어주세요,쿠폰,네 알겠습니다,,쿠폰멤버십적립문의
qa,포인트 적립해주세요,"포인트,적립",네 포인트 적립됐습니다,"포인트, 적립",쿠폰멤버십적립문의
qa,CJ one 포인트 번호로 적립할게요,"CJ one,포인트,번호,적립",네 앞 쪽에 번호 입력해주세요,"앞 쪽, 번호, 입력",쿠폰멤버십적립문의
qa,쿠폰도 찍어주세요,쿠폰,죄송하지만 쿠폰은 따로 없습니다,쿠폰,쿠폰멤버십적립문의
qa,포인트 적립 가능한가요?,"포인트,적립",네 가능합니다,,쿠폰멤버십적립문의
qa,포인트 적립해주세요,"포인트,적립",네 포인트 적립하고 결제해드리겠습니다,"포인트, 적립, 결제",쿠폰멤버십적립문의
qa,혹시 카페 쿠폰 주시나요?,"카페,쿠폰",네 도장 찍어드립니다,도장,쿠폰멤버십적립문의
qa,도장 쿠폰은 없어졌나요?,"도장,쿠폰",네 이번 달부터 없어졌습니다,,쿠폰멤버십적립문의
qa,쿠폰도 찍어주세요,쿠폰,네 찍어드리겠습니다,,쿠폰멤버십적립문의
qa,포인트 적립해주세요,"포인트,적립",적립해드렸습니다,적립,쿠폰멤버십적립문의
qa,멤버십 적립도 같이 할게요,멤버십 적립,바코드 보여주시면 도와드리겠습니다,바코드,쿠폰멤버십적립문의
qa,쿠폰 적립되나요?,"쿠폰,적립",쿠폰 적립해드릴게요,"쿠폰, 적립",쿠폰멤버십적립문의
qa,쿠폰 몇 장 모아야 한잔 무료인가요?,"쿠폰,몇 장,한잔,무료",10장 모으시면 한잔 무료입니다,"10장, 한잔, 무료",쿠폰멤버십적립문의
qa,포인트카드 적립되나요?,"포인트카드,적립",네 됩니다,,쿠폰멤버십적립문의
qa,지금까지 적립금 알 수 있을까요?,"지금,적립금",적립금 1000원 쌓여있습니다,"적립금, 1000원",쿠폰멤버십적립문의
qa,쿠폰 찍어주세요,쿠폰,찍어 드렸습니다,,쿠폰멤버십적립문의
qa,적립해주세요,적립,네 알겠습니다,,쿠폰멤버십적립문의
qa,포인트 적립은 번호로 입력해도 되나요?,"포인트 적립,번호,입력",네 가능합니다,가능,쿠폰멤버십적립문의
qa,카페 쿠폰 찍어주세요,쿠폰,네 그럼요,,쿠폰멤버십적립문의
qa,금액의 몇 프로 적립되나요?,"금액,몇 프로,적립",5프로씩 적립됩니다,"5프로, 적립",쿠폰멤버십적립문의
qa,적립해서 머그잔도 받을 수 있나요?,"적립,머그잔",네 만점 적립되면 머그잔과 교환 가능합니다,"만점, 적립, 머그잔, 교환, 가능",쿠폰멤버십적립문의
qa,포인트 적립카드 만들 수 있을까요?,포인트 적립카드,네 연락처 알려주시면 바로 만들어 드릴게요,연락처,쿠폰멤버십적립문의
qa,쿠폰 찍어주세요,쿠폰,네 쿠폰 주세요,쿠폰,쿠폰멤버십적립문의
qa,포인트 적립할게요,"포인트,적립",네 결제되셨습니다,결제,쿠폰멤버십적립문의
qa,포인트 적립되나요?,"포인트,적립",휴대번호 알려주시면 포인트 적립 도와드리고 있어요,"휴대번호, 포인트, 적립",쿠폰멤버십적립문의
qa,쿠폰 몇 개를 모으면 무료로 아이스커피를 마실 수 있어요?,"쿠폰,몇 개,무료,아이스,커피",쿠폰 10개를 모으면 무료로 아이스 아메리카노를 제공하고 있어요,"쿠폰, 10개, 무료, 아이스, 아메리카노, 제공",쿠폰멤버십적립문의
qa,도장 찍어주세요,도장,네 이리 주세요,,쿠폰멤버십적립문의
qa,포인트 적립해주세요,포인트 적립,네 번호 입력 부탁드립니다,번호,쿠폰멤버십적립문의
qa,적립도 해주세요,적립,알겠습니다,,쿠폰멤버십적립문의
qa,네 할인돼도 적립은 해주죠?,"할인,적립",네 바코드 보여주세요,바코드,쿠폰멤버십적립문의
qa,그러면 포인트 사용 없이 적립만 할게요,"포인트,사용,적립",네 멤버십 카드 주시면 도와드리겠습니다,멤버십 카드,쿠폰멤버십적립문의
qa,쿠폰 찍어주세요,쿠폰,네 찍어드릴게요,,쿠폰멤버십적립문의
qa,포인트랑 쿠폰 적립해주세요,"포인트,쿠폰,적립",다 되셨습니다,,쿠폰멤버십적립문의
qa,여기 포인트도 적립되나요?,"포인트,적립",네 그럼요,,쿠폰멤버십적립문의
qa,프리퀀시 적립하고 있는데 시즌 메뉴도 하나만 적립되나요?,"프리퀀시,적립,시즌 메뉴,하나",네 그렇습니다,,쿠폰멤버십적립문의
qa,포인트 적립해 주세요.,"포인트,적립",쿠폰 주시면 도와드리겠습니다.,쿠폰,쿠폰멤버십적립문의
qa,포인트 적립같이 할 수 있나요?,"포인트,적립","네, 같이 적립해 드리겠습니다.",적립,쿠폰멤버십적립문의
qa,다음번에 무료로 하고 이번엔 새로 도장 찍어주세요,"무료,도장",네,,쿠폰멤버십적립문의
a,개인 텀블러 지참하시면 300원 할인됩니다,"개인, 텀블러, 지참, 300원, 할인",,,텀블러할인문의
a,텀블러 할인 300원 같이 해드릴게요,"텀블러 할인, 300원",,,텀블러할인문의
a,고객님 텀블러 이용하시면 500원 할인됩니다,"텀블러, 이용, 500원, 할인",,,텀블러할인문의
qa,텀블러 할인 있나요?,텀블러 할인,그런 건 없어요 가져오는 사람이 없어요,,텀블러할인문의
qa,텀블러 할인은 얼마예요?,"텀블러,할인",텀블러 할인은 300원이에요,"텀블러,할인,300원",텀블러할인문의
qa,텀블러 할인되나요?,"텀블러,할인","네, 텀블러 할인되세요","텀블러,할인",텀블러할인문의
qa,텀블러 할인 있나요?,"텀블러,할인","아니요, 텀블러 할인은 없어요","텀블러,할인",텀블러할인문의
qa,텀블러 할인 있나요?,"텀블러,할인",텀블러 할인은 없어요,"텀블러,할인",텀블러할인문의
qa,텀블러 할인 있나요?,"텀블러,할인",텀블러 할인은 없어요,"텀블러,할인",텀블러할인문의
qa,텀블러 할인은 200원인가요?,"텀블러,할인,200원","네, 텀블러 할인 200원이에요","텀블러,할인,200원",텀블러할인문의
qa,매장에서 텀블러를 사용하면요?,"매장,텀블러",텀블러를 사용하시기 때문에 300원 똑같이 할인되세요,"텀블러,300원,할인",텀블러할인문의
qa,텀블러 가져오면 할인되나요?,텀블러 할인,텀블러는 가져오시면 300원 할인돼요,"텀블러,300원,할인",텀블러할인문의
qa,텀블러 가지고 오면 할인은 되나요?,"텀블러,할인",텀블러 할인은 없습니다,"텀블러, 할인",텀블러할인문의
qa,텀블러는 할인되고?,"텀블러,할인",텀블러는 할인됩니다,"텀블러, 할인",텀블러할인문의
qa,여기는 텀블러 가지고 오면 할인되나요?,"텀블러,할인",할인은 안되고 텀블러 크기에 맞춰서 음료를 조금 더 드립니다,"할인, 텀블러, 음료",텀블러할인문의
qa,아메리카노 한 잔 주시고 개인 텀블러에 담으면 할인되나요?,"아메리카노,한 잔,개인,텀블러,할인",텀블러에 담으면 할인해드릴게요,"텀블러, 할인",텀블러할인문의
qa,요기 만약 텀블러에 하면 어떻게 되죠?,텀블러,텀블러에 담으시면 사백 원 할인돼요,"텀블러, 사백 원, 할인",텀블러할인문의
qa,텀블러 가져오면 커피 할인되는 거 있어요?,"텀블러,커피,할인",삼백 원 할인됩니다,"삼백 원, 할인",텀블러할인문의
qa,텀블러 갖고 왔는데 할인되나요?,"텀블러,할인",텀블러는 삼백 원 할인됩니다,"텀블러, 삼백 원, 할인",텀블러할인문의
qa,텀블러 가져오면 할인해주시나요?,"텀블러,할인",저희는 텀블러 할인이 안됩니다,텀블러 할인,텀블러할인문의
qa,제 텀블러에 담아주시면 할인되죠?,"텀블러,할인",네 할인 가능합니다,"할인, 가능",텀블러할인문의
qa,제 텀블러 사용하면 텀블러 할인되죠?,"텀블러,텀블러 할인",네 당연하죠,,텀블러할인문의
qa,텀블러 이용 시 할인 얼마나 되죠?,"텀블러,할인",300원 할인해 드립니다,"300원, 할인",텀블러할인문의
